value,unit,metric_type,sector,context,source_page,source_paragraph,confidence,year,extraction_method,validation_issues,company,source_pdf,extraction_date,metric_id
47.0,number,job_displacement,energy_utilities,"An early example of this work is (Frey and Osborne, 2017 3 ), which examined the probability of computation of over 700 occupations, concluding that 47% of total US employment is attributable to occupations potentially automatable over one or two decades.",16,5,0.8454285714285715,2024,pattern_matching,[],Frey,cost-benefit-analysis-artificial-intelligence-evidence-from-a-field-experiment-on-gpt-4o-1.pdf,2025-07-24T17:20:15.834096,4328
3.0,number,net_employment_change,energy_utilities,"An early example of this work is (Frey and Osborne, 2017 3 ), which examined the probability of computation of over 700 occupations, concluding that 47% of total US employment is attributable to occupations p",16,5,0.8454285714285715,2024,pattern_matching,[],Frey,cost-benefit-analysis-artificial-intelligence-evidence-from-a-field-experiment-on-gpt-4o-1.pdf,2025-07-24T17:20:15.834094,4325
2017.0,number,net_employment_change,energy_utilities,"An early example of this work is (Frey and Osborne, 2017 3 ), which examined the probability of computation of over 700 occupations, concluding that 47% of total US employment is attributable to occupations",16,5,0.8454285714285715,2024,pattern_matching,[],Frey,cost-benefit-analysis-artificial-intelligence-evidence-from-a-field-experiment-on-gpt-4o-1.pdf,2025-07-24T17:20:15.834093,4324
700.0,number,job_displacement,energy_utilities,"An early example of this work is (Frey and Osborne, 2017 3 ), which examined the probability of computation of over 700 occupations, concluding that 47% of total US employment is attributable to occupations potentially automatable over one or two decades.",16,5,0.8454285714285715,2024,pattern_matching,[],Frey,cost-benefit-analysis-artificial-intelligence-evidence-from-a-field-experiment-on-gpt-4o-1.pdf,2025-07-24T17:20:15.834094,4326
2.0,number,ai_patents_filed,energy_utilities,"Since its founding in 2023, Mississippi AI Collaborative has trained a total of over 2,000 individuals, including more than 1,000 educators in the train-the-trainer model, and issued over 800 certifications across various programs.",21,10,0.8360000000000001,2023,pattern_matching,[],Since,ai-and-the-global-economy.pdf,2025-07-24T17:20:01.448702,1450
0.0,number,ai_patents_filed,energy_utilities,"Since its founding in 2023, Mississippi AI Collaborative has trained a total of over 2,000 individuals, including more than 1,000 educators in the train-the-trainer model, and issued over 800 certifications across various programs.",21,10,0.8360000000000001,2023,pattern_matching,[],Since,ai-and-the-global-economy.pdf,2025-07-24T17:20:01.448703,1451
1.0,number,ai_patents_filed,energy_utilities,"Since its founding in 2023, Mississippi AI Collaborative has trained a total of over 2,000 individuals, including more than 1,000 educators in the train-the-trainer model, and issued over 800 certifications across various programs.",21,10,0.8360000000000001,2023,pattern_matching,[],Since,ai-and-the-global-economy.pdf,2025-07-24T17:20:01.448703,1452
33.0,percentage,productivity_improvement,energy_utilities,"7  argue that AI could increase aggregate productivity by 33% over 20 years through its impact on knowledge workers  productivity. Korinek  14  considered the transition to Artificial General Intelligence (AGI),",2,5,0.8360000000000001,2024,pattern_matching,[],Korinek,Assessing the Impact of Artificial Intelligence Tools on Employee.pdf,2025-07-24T17:20:04.815811,3579
33.0,number,workforce_augmentation,energy_utilities,7  argue that AI could increase aggregate productivity by 33% over 20 years through its impact on knowledge workers  productivity. Korinek  14  considered the transition to Artificial General Intelligence (AGI),2,5,0.8360000000000001,2024,pattern_matching,[],Korinek,Assessing the Impact of Artificial Intelligence Tools on Employee.pdf,2025-07-24T17:20:04.815812,3580
2012.0,number,ai_patents_filed,energy_utilities,Figures C and C show little relationship between productivity growth since 2012 and current exposure to LLMs as rated by the model. A high correlation between al- ready fast-growing productive industries and exposure might mean a,40,2,0.8360000000000001,2024,pattern_matching,[],Figures,the-economic-impact-of-large-language-models.pdf,2025-07-24T17:20:40.707857,11835
30.0,percentage,ai_budget_percentage,energy_utilities,"The survey showed that 65% of enterprises allocating more than 30% of their R D spending to AI have also used public training services in the past 12 months, compared to 51% of companies with R D spending on AI of up",79,8,0.8360000000000001,2024,pattern_matching,[],,cost-benefit-analysis-artificial-intelligence-evidence-from-a-field-experiment-on-gpt-4o-1.pdf,2025-07-24T17:20:15.834713,5154
